INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_65111,2000-06-25,0,4,4,6,5,1,0,0,5,1,174,0.0,42,29,0,1
CR_9230,1992-10-30,0,36,34,2,1,5,6,0,5,1,174,0.0,103,142,43,1
CR_88806,2002-01-03,0,45,45,10,3,1,0,0,5,1,174,1.0,103,130,34,1
CR_151287,2011-04-26,0,24,24,0,0,5,6,2,6,1,316,1.0,72,29,34,1
CR_67935,2000-03-14,0,21,23,4,1,2,7,0,5,1,174,0.0,59,29,48,1
CR_190941,2017-03-23,1,47,48,7,3,15,10,0,5,1,249,1.0,103,87,34,1
CR_157420,2012-06-29,0,24,24,0,0,7,1,0,5,2,316,2.0,72,62,34,1
CR_63576,1999-01-28,0,45,45,10,3,2,7,1,6,1,249,1.0,72,29,34,1
CR_52153,1998-07-13,0,21,23,4,1,2,7,1,6,1,249,1.0,103,29,34,1
CR_149437,2011-09-06,0,4,4,6,5,4,2,1,6,1,174,1.0,92,93,34,1
CR_94591,2003-03-07,0,35,30,3,5,1,0,0,5,1,174,1.0,103,130,34,1
CR_53601,1998-10-08,0,33,32,2,1,8,3,1,6,1,174,0.0,112,29,43,1
CR_2612,1991-06-23,0,36,34,2,1,1,0,0,2,1,303,1.0,92,62,34,1
CR_147018,2010-02-23,7,41,41,4,1,9,8,0,5,1,174,0.0,112,93,23,1
CR_62539,1999-09-28,0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
CR_121309,2007-01-10,0,6,6,4,1,4,2,1,6,2,179,1.0,103,29,34,0
CR_183386,2016-07-14,0,41,41,4,1,6,4,0,5,1,174,0.0,18,87,46,1
CR_42071,1997-04-15,0,4,4,6,5,5,6,3,6,2,0,2.0,72,130,34,1
CR_148609,2011-08-02,0,4,4,6,5,6,4,1,6,1,303,1.0,103,62,34,1
CR_131089,2008-07-31,7,26,27,9,0,9,8,0,5,1,174,0.0,112,29,43,1
CR_77744,2001-07-19,0,24,24,0,0,7,1,1,6,1,236,0.0,109,62,34,1
CR_90283,2003-09-27,0,4,4,6,5,3,5,0,5,1,174,1.0,103,142,34,1
CR_133047,2008-06-20,1,37,37,0,0,16,12,1,5,3,249,3.0,84,29,34,1
CR_142737,2010-10-19,0,4,4,6,5,2,7,2,2,1,0,1.0,72,62,34,1
CR_47207,1997-08-20,1,36,34,2,1,15,10,1,6,1,174,1.0,92,93,34,1
CR_104424,2004-08-17,0,49,49,6,5,4,2,1,6,1,249,1.0,72,62,34,1
CR_127165,2008-01-18,0,2,3,10,3,7,1,1,6,1,74,0.0,113,142,0,1
CR_109179,2005-08-20,0,33,32,2,1,8,3,1,6,1,249,1.0,92,29,34,1
CR_165059,2013-10-02,0,36,34,2,1,1,0,1,5,1,174,0.0,92,130,43,1
CR_126357,2007-12-10,0,45,45,10,3,1,0,2,6,1,127,1.0,18,29,34,1
CR_156177,2012-02-23,0,16,15,0,0,6,4,2,6,1,316,1.0,72,107,34,1
CR_112990,2006-01-19,0,4,4,6,5,3,5,0,5,1,174,0.0,92,29,23,1
CR_81414,2001-10-06,1,47,48,7,3,15,10,1,5,1,174,0.0,24,29,0,1
CR_113186,2006-03-09,0,4,4,6,5,2,7,2,2,1,316,1.0,72,62,34,1
CR_89892,2003-10-26,0,3,2,3,5,1,0,0,5,1,174,0.0,18,53,46,1
CR_88319,2002-12-30,0,40,40,2,1,1,0,1,6,1,249,1.0,72,29,34,1
CR_83771,2002-06-01,0,4,4,6,5,2,7,1,2,1,303,1.0,103,80,34,1
CR_164207,2013-06-05,0,32,31,4,1,7,1,0,5,1,174,0.0,112,107,43,1
CR_140197,2009-12-30,1,37,37,0,0,11,17,0,5,1,174,1.0,103,115,34,1
CR_39374,1996-02-13,7,37,37,0,0,9,8,0,5,1,174,1.0,112,62,34,1
CR_16081,1993-01-01,0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
CR_145209,2010-06-13,0,32,31,4,1,8,3,1,6,1,0,1.0,67,80,34,1
CR_163722,2013-05-08,0,25,25,9,0,8,3,1,6,1,316,1.0,12,130,34,1
CR_56518,1998-07-29,0,49,49,6,5,2,7,0,5,1,174,1.0,72,62,34,1
CR_25431,1995-10-06,0,4,4,6,5,3,5,0,5,1,249,1.0,103,29,34,1
CR_75981,2001-06-02,0,16,15,0,0,6,4,6,2,2,11,2.0,98,103,34,0
CR_145454,2010-03-28,0,33,32,2,1,6,4,0,5,1,249,1.0,48,93,34,1
CR_167026,2014-08-07,0,3,2,3,5,1,0,0,5,1,174,1.0,103,62,34,1
CR_183702,2016-02-13,0,45,45,10,3,2,7,1,6,1,249,1.0,103,103,34,1
CR_129389,2008-07-20,0,14,17,9,0,8,3,1,6,1,316,1.0,72,80,34,1
CR_163983,2013-01-03,0,28,28,3,5,6,4,1,6,2,200,2.0,103,142,34,0
CR_188885,2017-08-04,0,33,32,2,1,8,3,1,6,1,249,1.0,103,29,34,1
CR_151306,2011-09-24,0,24,24,0,0,5,6,1,5,1,249,1.0,103,87,34,1
CR_148542,2011-10-09,0,4,4,6,5,7,1,1,0,1,0,1.0,48,142,34,1
CR_76042,2001-04-06,0,16,15,0,0,1,0,1,6,2,316,2.0,112,62,34,1
CR_70763,2000-10-01,0,38,38,10,3,7,1,3,6,2,43,2.0,109,62,34,0
CR_114023,2006-02-12,0,9,10,7,3,4,2,1,5,1,174,1.0,103,142,34,1
CR_164146,2013-11-29,1,30,35,7,3,11,17,0,5,1,174,1.0,103,29,34,1
CR_75200,2001-07-03,0,5,5,3,5,3,5,1,6,3,21,0.0,98,29,34,0
CR_126511,2007-05-21,1,47,48,7,3,15,10,0,5,1,174,1.0,103,103,34,1
CR_117063,2006-09-09,0,35,30,3,5,1,0,1,2,1,316,1.0,2,142,34,1
CR_48507,1997-11-13,0,47,48,7,3,6,4,1,5,1,174,1.0,103,142,34,1
CR_152953,2011-05-10,0,37,37,0,0,7,1,1,6,3,249,3.0,112,29,34,1
CR_693,1991-07-20,0,21,23,4,1,2,7,0,5,1,174,0.0,92,142,43,1
CR_144703,2010-12-14,3,24,24,0,0,9,8,1,6,1,249,1.0,2,29,34,1
CR_172637,2015-08-24,0,3,2,3,5,1,0,4,6,2,0,2.0,109,62,34,1
CR_145647,2010-12-14,0,33,32,2,1,5,6,4,6,1,249,1.0,92,29,34,1
CR_72724,2001-10-27,0,3,2,3,5,1,0,3,6,4,316,4.0,98,130,34,1
CR_188380,2017-06-30,0,26,27,9,0,3,5,1,6,1,316,1.0,109,29,34,1
CR_196657,2018-05-10,0,37,37,0,0,7,1,1,6,1,313,0.0,67,76,0,1
CR_5410,1992-06-19,1,9,10,7,3,15,10,0,5,1,174,1.0,34,130,34,1
CR_51686,1998-02-17,0,17,16,0,0,7,1,1,6,1,249,1.0,112,29,34,1
CR_164924,2013-10-21,0,36,34,2,1,1,0,1,5,1,316,1.0,92,93,34,1
CR_49758,1998-09-07,0,4,4,6,5,1,0,0,5,1,249,1.0,48,130,34,1
CR_131503,2008-08-27,0,33,32,2,1,8,3,1,6,1,249,1.0,103,29,34,1
CR_78159,2001-09-11,0,30,35,7,3,7,1,1,6,1,249,1.0,24,87,34,1
CR_123179,2007-05-03,0,24,24,0,0,5,6,2,3,1,0,1.0,103,142,34,1
CR_36387,1996-08-06,5,22,22,7,3,18,13,0,5,1,174,1.0,103,93,34,1
CR_130659,2008-07-28,0,24,24,0,0,7,1,0,5,1,0,1.0,72,142,34,1
CR_33358,1996-09-13,7,4,4,6,5,9,8,0,5,1,249,1.0,112,62,34,1
CR_126376,2007-10-09,0,45,45,10,3,1,0,4,2,1,303,1.0,72,80,34,1
CR_39773,1996-09-20,0,40,40,2,1,6,4,1,6,1,316,1.0,112,29,34,1
CR_32356,1996-09-02,1,3,2,3,5,16,12,8,6,1,174,1.0,103,29,34,1
CR_137042,2009-01-20,7,16,15,0,0,9,8,0,5,1,174,0.0,112,29,0,1
CR_29195,1995-04-05,0,33,32,2,1,6,4,0,5,1,249,1.0,72,29,34,1
CR_22792,1994-05-12,0,37,37,0,0,2,7,0,5,1,174,1.0,103,80,34,1
CR_107789,2005-01-04,1,22,22,7,3,15,10,0,5,1,174,0.0,72,119,43,1
CR_133692,2008-11-21,1,42,42,7,3,12,16,1,6,1,74,1.0,103,115,34,1
CR_26174,1995-09-22,0,4,4,6,5,7,1,4,3,1,249,1.0,103,62,34,1
CR_183679,2016-04-11,0,45,45,10,3,2,7,1,2,1,249,1.0,30,142,34,1
CR_149430,2011-07-15,0,4,4,6,5,4,2,1,6,1,316,1.0,103,14,34,1
CR_67878,2000-02-08,0,21,23,4,1,5,6,0,5,1,249,1.0,92,29,34,1
CR_34866,1996-11-09,1,9,10,7,3,15,10,2,6,1,0,1.0,98,29,34,1
CR_7475,1992-06-17,0,33,32,2,1,7,1,0,5,1,316,1.0,72,62,34,1
CR_3283,1991-11-17,0,36,34,2,1,4,2,0,5,1,249,1.0,92,93,34,1
CR_56845,1999-07-31,0,4,4,6,5,4,2,0,5,2,174,2.0,103,14,34,1
CR_117144,2006-01-23,3,35,30,3,5,9,8,5,1,3,0,3.0,72,119,34,1
CR_170670,2014-07-08,0,36,34,2,1,1,0,1,5,1,316,1.0,92,62,34,1
CR_173765,2015-12-06,0,7,8,7,3,2,7,0,5,1,249,1.0,59,29,34,1
CR_120995,2007-05-21,0,4,4,6,5,2,7,1,6,1,316,1.0,72,80,34,1
CR_44610,1997-11-13,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,1
CR_94113,2003-07-29,0,33,32,2,1,5,6,1,6,1,249,1.0,103,29,34,1
CR_152555,2011-03-24,0,36,34,2,1,1,0,0,5,2,174,0.0,92,93,43,1
CR_94690,2003-08-28,0,36,34,2,1,5,6,1,6,1,249,1.0,92,29,34,1
CR_169003,2014-09-03,0,21,23,4,1,5,6,1,6,1,249,1.0,103,6,34,1
CR_108399,2005-01-11,0,24,24,0,0,2,7,1,2,1,174,1.0,103,107,34,1
CR_115769,2006-07-18,0,24,24,0,0,5,6,0,5,1,231,1.0,24,142,34,1
CR_35378,1996-09-09,0,16,15,0,0,1,0,4,6,2,316,2.0,72,29,34,1
CR_109977,2005-03-19,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,43,1
CR_128903,2008-07-16,0,5,5,3,5,2,7,0,5,1,174,0.0,18,133,46,1
CR_153801,2011-08-05,0,45,45,10,3,1,0,2,6,1,316,1.0,103,29,34,1
CR_30336,1995-09-15,1,36,34,2,1,15,10,0,5,1,174,0.0,103,93,43,1
CR_107288,2005-02-21,0,21,23,4,1,7,1,0,5,3,174,0.0,31,29,9,0
CR_185720,2017-09-28,0,4,4,6,5,1,0,0,5,2,174,2.0,103,93,34,1
CR_135252,2009-11-04,0,3,2,3,5,1,0,4,2,1,316,1.0,72,62,34,1
CR_47800,1997-09-17,0,40,40,2,1,1,0,1,6,1,0,1.0,72,29,34,1
CR_177469,2015-09-01,0,44,44,1,3,2,7,1,2,1,316,1.0,103,142,34,1
CR_95993,2003-04-03,0,44,44,1,3,4,2,2,6,2,55,0.0,88,133,34,0
CR_168598,2014-01-13,0,19,19,1,3,7,1,1,6,4,104,1.0,18,14,38,0
CR_82169,2002-12-07,0,3,2,3,5,4,2,1,6,2,174,2.0,103,29,34,1
CR_113021,2006-04-28,0,4,4,6,5,3,5,4,2,1,0,1.0,112,142,34,1
CR_68527,2000-07-02,1,24,24,0,0,15,10,1,6,1,249,1.0,103,14,34,1
CR_2153,1991-08-01,0,33,32,2,1,8,3,0,5,1,174,0.0,72,29,48,1
CR_171696,2014-07-10,0,45,45,10,3,4,2,0,5,1,174,0.0,24,29,0,1
CR_87801,2002-04-23,1,36,34,2,1,15,10,0,5,1,249,1.0,92,14,34,1
CR_174865,2015-09-27,0,22,22,7,3,2,7,4,2,1,316,1.0,72,107,34,1
CR_164810,2013-04-27,1,36,34,2,1,15,10,1,5,1,316,1.0,103,107,34,1
CR_167924,2014-07-22,0,5,5,3,5,5,6,1,6,2,174,1.0,18,133,38,0
CR_186029,2017-02-23,0,7,8,7,3,2,7,1,6,1,316,1.0,109,103,34,1
CR_19901,1994-10-04,0,16,15,0,0,1,0,0,5,1,174,1.0,112,29,34,1
CR_133324,2008-09-17,1,39,39,6,5,11,17,0,5,1,174,0.0,103,87,0,1
CR_34814,1996-07-08,0,9,10,7,3,2,7,1,6,1,316,1.0,54,29,34,1
CR_158873,2012-01-11,0,36,34,2,1,1,0,0,5,2,174,0.0,103,93,43,1
CR_111554,2005-03-26,0,47,48,7,3,4,2,1,5,1,174,0.0,18,93,46,1
CR_52879,1998-10-15,0,24,24,0,0,7,1,1,5,1,0,1.0,72,142,34,1
CR_127162,2008-04-08,0,2,3,10,3,7,1,1,2,2,161,1.0,103,29,39,0
CR_122615,2007-12-19,1,22,22,7,3,15,10,0,5,1,174,0.0,24,29,0,1
CR_44396,1997-10-19,0,21,23,4,1,2,7,1,6,1,249,1.0,103,14,34,1
CR_66873,2000-12-31,0,8,7,7,3,6,4,0,5,2,174,1.0,72,93,24,0
CR_161092,2013-02-01,1,3,2,3,5,16,12,0,5,1,74,1.0,103,142,34,1
CR_196544,2018-06-12,1,36,34,2,1,15,10,1,5,1,316,1.0,103,136,34,1
CR_176977,2015-11-15,0,37,37,0,0,2,7,1,2,1,249,1.0,103,0,34,1
CR_15432,1993-11-01,0,33,32,2,1,6,4,0,5,1,174,1.0,12,142,34,1
CR_196519,2018-07-23,3,36,34,2,1,9,8,1,5,1,174,99.0,92,93,43,1
CR_151136,2011-04-18,0,24,24,0,0,6,4,0,5,1,249,1.0,103,133,34,1
CR_86398,2002-09-07,1,27,26,1,3,16,12,2,6,1,0,1.0,103,29,34,1
CR_42525,1997-10-30,0,4,4,6,5,2,7,0,5,1,174,1.0,103,93,34,1
CR_60144,1999-08-19,0,21,23,4,1,7,1,1,6,1,0,1.0,98,29,34,1
CR_175810,2015-05-20,0,33,32,2,1,5,6,1,6,1,249,1.0,103,62,34,1
CR_89821,2003-04-10,0,3,2,3,5,1,0,3,6,1,316,1.0,72,87,34,1
CR_23744,1994-02-03,3,45,45,10,3,9,8,1,6,1,316,1.0,112,62,34,1
CR_157281,2012-12-06,0,24,24,0,0,7,1,1,2,1,249,1.0,92,142,34,1
CR_159751,2012-12-24,1,44,44,1,3,12,16,1,5,2,128,2.0,34,130,34,0
CR_183703,2016-02-20,0,45,45,10,3,2,7,2,3,1,0,1.0,72,29,34,1
CR_115960,2006-04-13,0,26,27,9,0,4,2,12,2,1,0,1.0,12,142,34,1
CR_32803,1996-02-11,0,4,4,6,5,1,0,1,6,1,249,1.0,103,14,34,1
CR_138688,2009-08-24,0,30,35,7,3,7,1,0,5,1,174,0.0,103,103,0,1
CR_64380,1999-11-13,0,51,50,7,3,8,3,1,6,1,316,1.0,72,119,34,1
CR_19325,1994-10-29,0,6,6,4,1,5,6,0,5,1,249,1.0,103,103,34,1
CR_14461,1993-11-12,0,30,35,7,3,4,2,1,6,2,179,1.0,103,29,34,0
CR_78036,2001-09-13,0,26,27,9,0,3,5,1,6,1,249,1.0,34,6,34,1
CR_35150,1996-02-16,0,16,15,0,0,8,3,2,2,4,179,4.0,109,0,34,0
CR_83201,2002-04-03,0,4,4,6,5,4,2,1,6,1,316,1.0,72,103,34,1
CR_120444,2007-10-14,7,4,4,6,5,9,8,0,5,1,174,0.0,112,29,23,1
CR_151524,2011-01-27,0,26,27,9,0,3,5,1,6,1,316,1.0,98,29,34,1
CR_157947,2012-08-08,0,32,31,4,1,6,4,1,6,1,74,0.0,34,87,0,1
CR_15073,1993-09-19,0,33,32,2,1,6,4,1,6,1,316,1.0,72,14,34,1
CR_66386,2000-11-26,1,4,4,6,5,15,10,0,5,1,249,1.0,18,93,34,1
CR_183725,2016-06-09,0,45,45,10,3,4,2,1,5,1,174,1.0,103,93,38,0
CR_85729,2002-08-25,0,24,24,0,0,7,1,1,2,1,249,0.0,103,29,34,1
CR_55779,1998-01-31,0,45,45,10,3,5,6,1,2,1,316,1.0,98,142,34,1
CR_124633,2007-04-21,0,35,30,3,5,1,0,0,5,1,174,1.0,103,29,34,1
CR_89555,2003-07-06,1,2,3,10,3,11,17,1,6,1,316,0.0,92,29,34,1
CR_121209,2007-11-19,1,5,5,3,5,18,13,1,6,3,0,3.0,54,103,34,1
CR_164510,2013-05-22,0,33,32,2,1,6,4,1,6,1,249,1.0,48,29,34,1
CR_127455,2008-06-28,1,4,4,6,5,15,10,5,2,2,174,2.0,72,107,34,1
CR_145483,2010-01-07,0,33,32,2,1,5,6,0,5,1,174,0.0,48,93,0,1
CR_183521,2016-05-01,0,44,44,1,3,4,2,1,6,1,249,1.0,98,80,34,1
CR_170276,2014-02-05,0,35,30,3,5,1,0,0,5,1,249,1.0,103,29,34,1
CR_174638,2015-09-17,0,21,23,4,1,5,6,1,6,1,249,1.0,103,0,34,1
CR_98243,2004-01-22,0,4,4,6,5,4,2,2,6,1,303,1.0,72,142,34,1
CR_13458,1993-04-13,0,21,23,4,1,2,7,0,5,1,174,1.0,103,14,34,1
CR_191300,2017-05-05,0,49,49,6,5,4,2,0,5,1,174,0.0,97,93,0,1
CR_88303,2002-04-25,0,40,40,2,1,1,0,0,5,1,174,1.0,103,93,34,1
CR_159345,2012-03-22,0,37,37,0,0,7,1,0,5,1,174,0.0,59,93,23,1
CR_6809,1992-02-07,0,22,22,7,3,2,7,1,6,1,316,1.0,72,119,34,1
CR_114463,2006-10-05,0,19,19,1,3,7,1,0,5,1,249,1.0,98,29,34,1
CR_52471,1998-10-01,3,22,22,7,3,9,8,0,5,1,174,0.0,92,124,48,1
CR_90369,2003-04-06,0,4,4,6,5,1,0,3,6,1,316,1.0,89,142,34,1
CR_40828,1997-09-15,0,3,2,3,5,4,2,0,5,1,174,1.0,103,29,34,1
CR_59607,1999-04-28,0,16,15,0,0,1,0,1,2,1,316,1.0,72,62,34,1
CR_148809,2011-11-29,0,4,4,6,5,1,0,0,5,1,174,0.0,18,53,46,1
CR_114656,2006-06-30,0,21,23,4,1,6,4,2,6,3,74,2.0,92,29,40,0
CR_134621,2008-07-27,0,48,47,4,1,8,3,0,5,1,174,0.0,67,93,0,1
CR_118543,2006-01-28,1,44,44,1,3,16,12,1,5,1,249,1.0,103,29,34,1
CR_9490,1992-01-20,0,38,38,10,3,3,5,3,6,5,249,5.0,98,29,34,1
CR_63229,1999-09-26,0,40,40,2,1,3,5,0,5,1,249,1.0,18,93,34,1
CR_180095,2016-02-06,0,17,16,0,0,5,6,2,6,1,316,1.0,109,62,34,1
CR_150774,2011-11-25,0,21,23,4,1,2,7,1,6,1,249,1.0,103,29,34,1
CR_1042,1991-06-17,1,22,22,7,3,15,10,1,2,1,316,1.0,72,142,34,1
CR_29000,1995-01-28,0,33,32,2,1,8,3,4,6,1,249,1.0,109,29,34,1
CR_21800,1994-06-24,1,36,34,2,1,15,10,0,5,1,174,0.0,103,80,43,1
CR_160531,2012-04-04,1,49,49,6,5,15,10,0,5,1,174,1.0,59,29,34,1
CR_110724,2005-02-15,7,40,40,2,1,9,8,1,5,1,102,1.0,112,93,34,1
CR_78559,2001-02-04,0,33,32,2,1,7,1,0,5,1,249,1.0,92,136,34,1
CR_189888,2017-08-26,0,37,37,0,0,6,4,0,5,1,316,1.0,92,29,34,1
CR_99032,2004-02-03,1,9,10,7,3,15,10,1,5,1,249,1.0,98,133,34,1
CR_29494,1995-11-11,1,33,32,2,1,18,13,0,5,1,249,1.0,87,142,34,1
CR_126999,2007-07-04,0,50,51,0,0,5,6,3,6,2,249,2.0,72,107,34,1
CR_107519,2005-12-10,0,21,23,4,1,2,7,1,6,1,316,1.0,67,130,34,1
CR_125894,2007-09-29,1,43,43,9,0,16,12,1,0,1,316,1.0,103,0,34,1
CR_164526,2013-08-18,0,33,32,2,1,8,3,0,5,1,249,1.0,92,93,34,1
CR_167893,2014-11-14,0,4,4,6,5,4,2,1,6,1,249,1.0,103,93,34,1
CR_96908,2003-12-20,0,49,49,6,5,2,7,1,5,1,249,1.0,103,62,34,1
CR_121148,2007-06-18,1,5,5,3,5,16,12,2,6,3,303,3.0,72,130,34,1
CR_110808,2005-11-13,1,42,42,7,3,16,12,0,5,1,174,0.0,59,29,23,1
CR_125403,2007-09-02,0,37,37,0,0,2,7,1,6,1,174,1.0,103,80,34,1
CR_172344,2014-10-04,7,50,51,0,0,9,8,0,5,1,174,0.0,110,29,50,1
CR_159988,2012-01-16,1,44,44,1,3,16,12,1,5,1,174,1.0,103,29,34,1
CR_37438,1996-09-24,1,28,28,3,5,17,11,0,5,1,174,1.0,18,107,34,1
CR_22921,1994-09-17,0,37,37,0,0,2,7,1,2,1,316,1.0,72,142,34,1
CR_145047,2010-08-01,0,29,29,9,0,3,5,5,5,1,316,1.0,103,130,34,1
CR_83815,2002-06-08,0,4,4,6,5,6,4,5,6,1,316,1.0,34,29,34,1
CR_28982,1995-10-27,0,33,32,2,1,8,3,0,5,1,174,0.0,116,93,0,1
CR_80698,2001-11-30,0,44,44,1,3,7,1,1,5,1,249,0.0,103,29,34,1
CR_195200,2018-08-27,0,25,25,9,0,5,6,1,2,1,316,1.0,12,62,34,1
CR_44994,1997-05-25,0,24,24,0,0,7,1,1,6,1,316,1.0,103,133,34,1
CR_190782,2017-08-12,0,45,45,10,3,1,0,2,6,2,0,2.0,98,62,34,1
CR_47992,1997-11-24,0,43,43,9,0,4,2,0,5,1,316,1.0,92,0,34,1
CR_143366,2010-04-07,0,9,10,7,3,7,1,1,6,1,316,1.0,103,107,34,1
CR_130497,2008-12-19,0,24,24,0,0,6,4,1,6,1,249,1.0,98,93,34,1
CR_150548,2011-06-02,0,21,23,4,1,4,2,1,6,2,0,2.0,72,62,34,1
CR_75711,2001-08-03,0,9,10,7,3,4,2,1,6,1,316,1.0,98,29,34,1
CR_14136,1993-06-26,0,24,24,0,0,5,6,2,6,1,316,1.0,98,6,34,1
CR_71215,2000-09-28,1,44,44,1,3,11,17,1,6,1,249,1.0,24,93,34,1
CR_43232,1997-05-11,5,8,7,7,3,18,13,0,5,1,249,1.0,59,29,34,1
CR_35089,1996-03-08,0,15,14,3,5,6,4,0,5,1,174,1.0,103,142,34,1
CR_197628,2018-08-29,1,45,45,10,3,12,16,0,5,1,74,1.0,92,142,34,1
CR_174127,2015-12-26,1,18,18,9,0,12,16,0,5,1,127,1.0,24,142,34,1
CR_13114,1993-12-30,0,16,15,0,0,1,0,0,5,4,174,4.0,103,29,34,1
CR_181611,2016-04-28,0,30,35,7,3,4,2,0,5,1,174,1.0,72,29,34,1
CR_31986,1995-03-14,0,49,49,6,5,4,2,2,2,2,179,1.0,103,0,39,0
CR_69342,2000-06-30,0,33,32,2,1,7,1,0,5,2,316,2.0,72,142,34,1
CR_57808,1999-09-17,1,4,4,6,5,11,17,1,6,1,316,1.0,72,29,34,1
CR_84963,2002-10-12,0,19,19,1,3,9,8,2,6,2,174,0.0,112,29,23,1
CR_140525,2009-07-18,0,41,41,4,1,6,4,1,6,1,174,0.0,18,53,46,1
CR_94066,2003-02-23,0,33,32,2,1,6,4,0,5,1,174,0.0,72,93,23,1
CR_72999,2001-03-12,0,4,4,6,5,4,2,1,6,1,249,1.0,113,29,34,1
CR_154133,2011-06-24,0,49,49,6,5,8,3,1,6,1,174,1.0,72,103,34,1
CR_64382,1999-05-01,0,51,50,7,3,6,4,2,6,4,174,3.0,18,133,38,0
CR_3097,1991-05-03,1,36,34,2,1,15,10,0,6,1,249,1.0,92,29,34,1
CR_133730,2008-08-23,0,42,42,7,3,4,2,0,5,1,74,0.0,24,142,0,1
CR_85041,2002-07-19,0,21,23,4,1,6,4,3,6,1,325,0.0,92,53,43,1
CR_70466,2000-06-25,0,36,34,2,1,6,4,7,6,1,249,1.0,92,29,34,1
CR_37675,1996-12-13,0,33,32,2,1,5,6,0,5,1,249,1.0,103,80,34,1
CR_116387,2006-10-13,0,33,32,2,1,6,4,1,6,1,249,1.0,112,29,34,1
CR_129981,2008-06-14,0,21,23,4,1,5,6,0,5,1,174,1.0,98,62,34,1
CR_143675,2010-01-08,0,17,16,0,0,2,7,1,2,1,316,1.0,98,103,34,1
CR_188873,2017-06-25,0,33,32,2,1,8,3,0,5,1,249,1.0,109,62,34,1
CR_156946,2012-06-03,1,24,24,0,0,12,16,4,3,1,303,1.0,54,107,34,1
CR_89500,2002-10-12,0,51,50,7,3,5,6,0,5,1,127,0.0,103,29,34,1
CR_119021,2006-11-29,1,47,48,7,3,12,16,0,5,1,299,1.0,103,115,34,1
CR_12447,1993-01-31,0,16,15,0,0,5,6,4,2,2,1,1.0,103,142,34,0
CR_147953,2010-08-22,0,49,49,6,5,5,6,0,5,1,329,1.0,103,142,34,1
CR_32509,1996-03-23,0,4,4,6,5,6,4,0,5,1,174,0.0,112,124,48,1
CR_13672,1993-09-07,1,22,22,7,3,15,10,1,6,1,249,1.0,72,14,34,1
CR_166439,2013-08-27,0,47,48,7,3,3,5,1,5,1,174,0.0,92,29,23,1
CR_98715,2004-05-12,0,5,5,3,5,5,6,1,6,1,249,1.0,18,87,34,1
CR_30441,1995-05-04,0,36,34,2,1,8,3,0,5,1,174,0.0,92,130,0,1
CR_122570,2007-08-14,1,22,22,7,3,15,10,0,5,1,174,1.0,92,29,34,1
CR_103898,2004-03-20,0,45,45,10,3,1,0,3,6,2,0,2.0,72,103,34,1
CR_47958,1997-02-10,0,42,42,7,3,6,4,3,6,1,249,1.0,24,29,34,1
CR_177403,2015-12-09,1,44,44,1,3,15,10,2,6,2,316,2.0,111,124,34,1
CR_102334,2004-01-19,0,36,34,2,1,5,6,0,5,2,174,0.0,92,29,43,1
CR_142702,2010-06-24,0,4,4,6,5,6,4,0,5,1,249,1.0,103,93,34,1
CR_140417,2009-08-20,0,39,39,6,5,8,3,1,5,1,174,0.0,72,93,23,1
CR_164787,2013-12-24,1,36,34,2,1,15,10,1,5,1,174,0.0,103,93,43,1
CR_122884,2007-09-17,0,24,24,0,0,6,4,0,5,1,127,1.0,103,142,34,1
CR_169901,2014-05-03,0,31,36,9,0,5,6,1,6,1,316,1.0,103,80,34,1
CR_110748,2005-09-30,0,40,40,2,1,5,6,1,6,1,316,1.0,103,29,34,1
CR_15387,1993-08-16,0,33,32,2,1,5,6,0,5,1,174,0.0,103,93,48,1
CR_4060,1991-02-02,0,40,40,2,1,3,5,3,6,1,0,1.0,92,29,34,1
CR_194670,2018-03-20,5,24,24,0,0,18,13,1,6,1,316,1.0,103,0,34,1
CR_121116,2007-07-12,0,4,4,6,5,4,2,1,6,1,0,1.0,98,80,34,1
CR_15157,1993-03-20,5,33,32,2,1,18,13,0,5,1,316,1.0,113,14,34,1
CR_78574,2001-12-04,0,33,32,2,1,7,1,0,5,1,174,0.0,103,130,43,1
CR_2297,1991-09-15,0,33,32,2,1,4,2,1,6,1,249,1.0,59,29,34,1
CR_37507,1996-02-09,0,33,32,2,1,6,4,1,6,1,249,1.0,103,130,34,1
CR_69927,2000-09-27,3,35,30,3,5,9,8,1,6,1,316,1.0,112,133,34,1
CR_168141,2014-02-21,0,7,8,7,3,2,7,2,6,1,316,1.0,12,62,34,1
CR_90546,2003-12-31,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,1
CR_132694,2008-10-29,0,36,34,2,1,1,0,0,5,1,174,1.0,92,119,36,0
CR_179209,2016-11-11,0,4,4,6,5,1,0,0,5,1,249,1.0,103,62,34,1
CR_47781,1997-05-10,0,40,40,2,1,1,0,2,2,2,249,2.0,72,142,34,1
CR_136406,2009-06-04,0,5,5,3,5,3,5,1,2,1,249,1.0,59,142,34,1
CR_145058,2010-10-25,0,29,29,9,0,3,5,2,6,1,316,1.0,103,130,34,1
